event_type,msg_len,app_installed,delivery_retry_score,label_channel
Low Balance Alert,109,0,0,Email
Low Balance Alert,29,1,1,Email
Fraud Alert,40,1,1,SMS
Low Balance Alert,27,1,0,Push Notification
Low Balance Alert,22,0,0,Email
Credit Card Bill Reminder,156,1,2,Push Notification
Monthly Statement,199,1,0,Push Notification
KYC Reminder,126,1,0,Push Notification
KYC Reminder,133,1,0,Email
Reward Points Update,140,0,0,Email
Reward Points Update,186,0,1,Email
Beneficiary Added Alert,87,0,1,WhatsApp
Credit Card Bill Reminder,171,0,1,Email
Transaction OTP,7,1,1,Email
Reward Points Update,156,0,1,Email
Beneficiary Added Alert,27,1,0,WhatsApp
Login OTP,7,1,2,SMS
Credit Card Bill Reminder,216,1,2,Email
Credit Card Bill Reminder,270,0,0,Email
Fraud Alert,120,1,0,SMS
Low Balance Alert,56,0,0,Email
Credit Card Bill Reminder,303,0,2,WhatsApp
Beneficiary Added Alert,87,1,0,Push Notification
Credit Card Bill Reminder,181,1,1,Push Notification
Transaction OTP,7,0,2,Email
Fraud Alert,110,0,0,SMS
Credit Card Bill Reminder,257,1,1,Push Notification
Reward Points Update,53,0,1,Email
Reward Points Update,27,0,1,Email
Login OTP,10,0,1,SMS
Payment Confirmation,116,0,0,Email
Fraud Alert,44,0,0,SMS
Transaction OTP,10,1,0,Push Notification
Beneficiary Added Alert,52,1,0,WhatsApp
Login OTP,9,1,1,SMS
KYC Reminder,143,0,0,Push Notification
Low Balance Alert,72,1,0,Email
Monthly Statement,166,1,1,Push Notification
Transaction OTP,9,1,1,Push Notification
Payment Confirmation,73,1,0,WhatsApp
KYC Reminder,154,1,1,Push Notification
KYC Reminder,300,0,1,Push Notification
Monthly Statement,88,1,0,Push Notification
Fraud Alert,73,0,1,SMS
Monthly Statement,42,0,1,Email
Payment Confirmation,146,0,0,Email
Fraud Alert,34,1,1,SMS
Transaction OTP,8,0,1,Email
KYC Reminder,192,1,2,WhatsApp
Low Balance Alert,56,1,0,Push Notification
KYC Reminder,326,0,0,Email
KYC Reminder,256,1,1,Push Notification
Monthly Statement,67,1,0,Push Notification
KYC Reminder,130,1,0,Push Notification
Beneficiary Added Alert,70,1,0,WhatsApp
KYC Reminder,160,1,0,Push Notification
Payment Confirmation,132,0,0,Email
Transaction OTP,6,1,0,Email
Low Balance Alert,66,1,0,Push Notification
Monthly Statement,80,1,0,Push Notification
KYC Reminder,345,0,1,Email
Low Balance Alert,105,0,1,Email
KYC Reminder,347,1,1,Push Notification
Payment Confirmation,40,1,0,Push Notification
Monthly Statement,53,1,1,Email
Beneficiary Added Alert,76,1,1,WhatsApp
Login OTP,11,1,1,SMS
Fraud Alert,25,1,0,SMS
Monthly Statement,132,0,1,Email
Beneficiary Added Alert,106,0,1,WhatsApp
Reward Points Update,187,0,1,Email
Transaction OTP,4,0,1,Email
Monthly Statement,152,1,1,Email
KYC Reminder,234,0,1,Push Notification
KYC Reminder,147,1,0,Push Notification
Monthly Statement,83,1,0,Email
Monthly Statement,101,0,0,Email
Reward Points Update,124,0,1,Email
Login OTP,9,1,0,SMS
Reward Points Update,177,0,1,Email
Reward Points Update,101,0,0,Email
Transaction OTP,7,0,0,Email
Monthly Statement,35,1,0,Push Notification
KYC Reminder,203,1,0,Push Notification
Fraud Alert,100,1,1,SMS
Transaction OTP,5,1,0,Email
Payment Confirmation,121,0,1,Email
KYC Reminder,232,1,0,Push Notification
Monthly Statement,73,0,0,Email
Monthly Statement,170,0,0,Email
Low Balance Alert,64,1,0,Push Notification
Transaction OTP,7,1,1,Push Notification
Fraud Alert,112,0,1,SMS
Login OTP,11,1,1,SMS
Reward Points Update,165,0,0,Email
KYC Reminder,174,1,1,WhatsApp
Payment Confirmation,199,0,1,Email
Low Balance Alert,46,1,0,Push Notification
KYC Reminder,265,1,0,Push Notification
Low Balance Alert,71,1,2,Email
Monthly Statement,107,0,1,Email
Low Balance Alert,108,1,2,Push Notification
Transaction OTP,6,1,0,Push Notification
Reward Points Update,150,1,0,Push Notification
KYC Reminder,220,1,1,Push Notification
KYC Reminder,222,1,0,Push Notification
Payment Confirmation,125,1,2,Push Notification
Transaction OTP,9,0,1,Email
Fraud Alert,54,0,1,SMS
Payment Confirmation,109,0,0,Email
Monthly Statement,84,0,2,Email
Login OTP,11,0,3,SMS
Payment Confirmation,147,1,1,Push Notification
Credit Card Bill Reminder,341,1,1,Email
Transaction OTP,4,1,1,Push Notification
Fraud Alert,61,1,0,SMS
Credit Card Bill Reminder,242,0,1,Email
Monthly Statement,27,1,1,Push Notification
Login OTP,7,0,0,SMS
Transaction OTP,9,1,0,Email
Login OTP,5,1,0,SMS
Transaction OTP,5,1,1,Push Notification
Beneficiary Added Alert,49,1,2,WhatsApp
KYC Reminder,160,0,2,Push Notification
Reward Points Update,146,1,1,Push Notification
Reward Points Update,94,1,0,Email
Low Balance Alert,118,0,0,Email
Fraud Alert,50,0,0,SMS
Monthly Statement,174,1,0,Email
Monthly Statement,21,1,0,Push Notification
KYC Reminder,155,0,0,Push Notification
Fraud Alert,39,1,0,SMS
Transaction OTP,11,1,0,Push Notification
Payment Confirmation,70,0,2,Email
Payment Confirmation,114,1,0,Push Notification
KYC Reminder,174,1,0,Push Notification
Monthly Statement,84,1,0,Email
Monthly Statement,191,1,1,Push Notification
Credit Card Bill Reminder,104,1,0,Email
KYC Reminder,279,1,1,Push Notification
Low Balance Alert,78,1,1,Push Notification
Reward Points Update,47,1,0,Push Notification
Reward Points Update,61,1,0,Email
Beneficiary Added Alert,69,1,0,WhatsApp
Fraud Alert,67,1,2,SMS
Reward Points Update,87,1,0,Push Notification
KYC Reminder,163,0,1,Push Notification
KYC Reminder,132,1,0,Push Notification
Low Balance Alert,49,0,2,Email
Beneficiary Added Alert,38,1,0,WhatsApp
Credit Card Bill Reminder,273,0,1,Email
Beneficiary Added Alert,82,1,2,WhatsApp
Credit Card Bill Reminder,128,1,1,Push Notification
Reward Points Update,114,0,0,Email
Fraud Alert,83,1,0,SMS
Reward Points Update,159,1,0,Email
Transaction OTP,11,0,0,Email
Login OTP,4,0,0,SMS
Reward Points Update,188,1,1,Push Notification
Login OTP,6,1,0,SMS
Credit Card Bill Reminder,265,1,0,Push Notification
Beneficiary Added Alert,118,0,0,WhatsApp
Payment Confirmation,66,1,0,Push Notification
Monthly Statement,194,0,2,Email
Credit Card Bill Reminder,199,1,1,Email
Credit Card Bill Reminder,345,1,1,Email
KYC Reminder,188,1,0,Push Notification
Payment Confirmation,65,1,1,Push Notification
Monthly Statement,111,1,0,Email
Monthly Statement,117,0,1,Email
Monthly Statement,156,1,0,Push Notification
Transaction OTP,8,1,0,Push Notification
Beneficiary Added Alert,114,0,0,WhatsApp
Fraud Alert,26,1,2,SMS
Reward Points Update,193,0,0,Email
KYC Reminder,318,1,0,Push Notification
Low Balance Alert,27,0,0,Email
Transaction OTP,12,0,0,Email
Low Balance Alert,89,0,1,Email
Low Balance Alert,75,1,1,Email
Login OTP,5,0,0,WhatsApp
Low Balance Alert,24,1,0,Email
KYC Reminder,290,1,0,Push Notification
Beneficiary Added Alert,39,0,1,WhatsApp
Monthly Statement,191,0,0,Email
Beneficiary Added Alert,105,0,0,WhatsApp
Fraud Alert,76,0,0,SMS
KYC Reminder,139,1,0,Push Notification
Payment Confirmation,143,0,0,Email
Payment Confirmation,177,1,1,Push Notification
Beneficiary Added Alert,23,0,0,WhatsApp
KYC Reminder,298,1,1,Push Notification
Credit Card Bill Reminder,171,0,1,Email
Login OTP,12,1,1,SMS
Reward Points Update,180,0,1,Email
KYC Reminder,188,1,0,Push Notification
Low Balance Alert,108,1,0,Push Notification
Reward Points Update,48,0,0,Email
Monthly Statement,59,0,0,Email
Transaction OTP,11,1,1,Email
Fraud Alert,114,1,2,SMS
Monthly Statement,119,1,0,SMS
Reward Points Update,40,1,1,Push Notification
Credit Card Bill Reminder,315,1,0,Push Notification
Low Balance Alert,110,1,1,Push Notification
Transaction OTP,6,0,1,Email
Fraud Alert,116,0,0,SMS
Login OTP,8,1,0,SMS
Reward Points Update,200,1,0,Push Notification
KYC Reminder,240,1,1,Push Notification
Low Balance Alert,108,1,0,Email
Monthly Statement,75,1,0,Push Notification
Beneficiary Added Alert,33,1,2,WhatsApp
Reward Points Update,75,1,1,Email
Fraud Alert,120,1,0,SMS
Login OTP,12,0,0,SMS
Reward Points Update,66,1,2,Email
Credit Card Bill Reminder,136,1,2,Push Notification
Monthly Statement,184,1,0,Email
Reward Points Update,53,0,0,Email
KYC Reminder,337,0,0,Push Notification
Credit Card Bill Reminder,175,0,1,Email
Payment Confirmation,110,0,1,Email
KYC Reminder,343,1,0,Push Notification
KYC Reminder,131,1,1,Push Notification
Fraud Alert,107,1,0,SMS
Payment Confirmation,22,1,0,Push Notification
Login OTP,9,1,0,SMS
Low Balance Alert,98,1,0,Email
Reward Points Update,44,1,1,Push Notification
Credit Card Bill Reminder,140,0,2,Email
Low Balance Alert,63,1,1,Push Notification
Reward Points Update,110,1,1,Email
Beneficiary Added Alert,112,1,0,WhatsApp
Transaction OTP,6,1,0,Push Notification
Login OTP,11,1,0,SMS
Login OTP,4,1,1,SMS
Fraud Alert,58,0,0,SMS
KYC Reminder,282,1,2,SMS
Payment Confirmation,29,0,0,Email
Monthly Statement,38,0,0,Email
Reward Points Update,58,1,0,Push Notification
Beneficiary Added Alert,44,1,1,WhatsApp
Monthly Statement,33,0,0,Email
KYC Reminder,122,0,0,Push Notification
Reward Points Update,137,1,2,Push Notification
Reward Points Update,130,0,0,Email
KYC Reminder,214,1,1,Push Notification
Low Balance Alert,112,1,0,Push Notification
Fraud Alert,76,1,0,SMS
Low Balance Alert,94,0,0,Email
Transaction OTP,7,1,1,Email
KYC Reminder,335,0,0,Push Notification
Low Balance Alert,22,1,0,Push Notification
Transaction OTP,4,0,0,Email
Monthly Statement,118,0,1,Push Notification
KYC Reminder,294,1,1,SMS
Monthly Statement,93,0,0,Email
Fraud Alert,33,1,1,SMS
Payment Confirmation,171,1,2,Push Notification
Transaction OTP,8,0,1,Email
Monthly Statement,123,0,0,Email
Reward Points Update,161,1,0,Email
Fraud Alert,90,1,0,SMS
Low Balance Alert,88,0,1,Email
Beneficiary Added Alert,31,1,0,WhatsApp
Credit Card Bill Reminder,231,0,1,Email
Low Balance Alert,119,1,0,Push Notification
KYC Reminder,263,0,0,Push Notification
Monthly Statement,74,1,1,Push Notification
Fraud Alert,31,0,0,SMS
KYC Reminder,290,0,1,Push Notification
Payment Confirmation,172,1,1,Push Notification
Credit Card Bill Reminder,138,0,0,Email
Transaction OTP,6,1,0,Email
Reward Points Update,170,1,1,Push Notification
Payment Confirmation,200,0,1,Email
Low Balance Alert,99,0,2,Email
KYC Reminder,172,0,1,Push Notification
Reward Points Update,133,0,0,Email
Transaction OTP,5,1,1,Push Notification
Low Balance Alert,113,0,0,Email
Login OTP,8,0,2,SMS
Reward Points Update,118,0,0,Email
Monthly Statement,104,1,3,Push Notification
Fraud Alert,54,1,1,SMS
Fraud Alert,21,0,0,SMS
Monthly Statement,134,0,1,Email
Login OTP,12,1,0,SMS
Login OTP,6,1,1,SMS
Beneficiary Added Alert,82,1,1,WhatsApp
Reward Points Update,162,0,2,Email
Reward Points Update,72,1,0,Push Notification
Monthly Statement,111,1,2,Email
Fraud Alert,73,0,0,SMS
KYC Reminder,347,0,0,Push Notification
Credit Card Bill Reminder,200,1,1,Email
Monthly Statement,164,1,0,Email
Fraud Alert,74,0,0,SMS
Login OTP,5,0,1,WhatsApp
Login OTP,12,1,2,SMS
KYC Reminder,162,1,0,Push Notification
Transaction OTP,11,1,1,Push Notification
Login OTP,7,1,0,SMS
Monthly Statement,177,1,1,Push Notification
Monthly Statement,141,1,0,Push Notification
Beneficiary Added Alert,61,0,0,WhatsApp
Login OTP,5,1,1,SMS
Transaction OTP,10,1,1,Push Notification
Login OTP,9,0,1,SMS
Fraud Alert,50,0,0,SMS
Credit Card Bill Reminder,277,0,1,Email
Payment Confirmation,25,1,0,Push Notification
Transaction OTP,8,1,0,Push Notification
KYC Reminder,150,0,2,Push Notification
Reward Points Update,111,1,2,Email
Payment Confirmation,89,0,2,Email
Login OTP,5,0,0,SMS
Low Balance Alert,104,1,1,Push Notification
Reward Points Update,101,1,0,Push Notification
Transaction OTP,9,0,0,Email
Transaction OTP,12,1,0,Push Notification
Transaction OTP,12,1,1,Email
Monthly Statement,57,1,0,Push Notification
Payment Confirmation,164,1,0,Email
Beneficiary Added Alert,37,1,0,WhatsApp
Login OTP,8,0,1,SMS
Transaction OTP,6,1,0,Push Notification
Credit Card Bill Reminder,142,1,0,Email
Payment Confirmation,140,0,0,Email
Payment Confirmation,48,0,0,Email
Login OTP,7,1,2,SMS
Reward Points Update,33,1,1,Email
Reward Points Update,177,0,1,Email
Reward Points Update,167,1,0,Push Notification
Fraud Alert,47,1,0,SMS
Monthly Statement,64,1,0,Push Notification
KYC Reminder,255,0,1,Push Notification
Reward Points Update,29,0,1,Email
Login OTP,5,1,1,SMS
Monthly Statement,84,0,0,Email
Beneficiary Added Alert,118,0,1,WhatsApp
Payment Confirmation,48,1,0,Push Notification
Beneficiary Added Alert,99,1,0,WhatsApp
Reward Points Update,180,0,1,Email
KYC Reminder,298,1,0,Push Notification
Reward Points Update,102,1,1,Email
Fraud Alert,67,1,1,SMS
Payment Confirmation,144,1,0,Email
Reward Points Update,189,0,0,Email
Credit Card Bill Reminder,123,1,0,Email
KYC Reminder,284,0,1,Push Notification
Login OTP,8,1,0,SMS
Payment Confirmation,28,1,0,Push Notification
KYC Reminder,204,0,1,Push Notification
Reward Points Update,82,0,1,Email
Login OTP,4,0,0,SMS
Monthly Statement,101,1,0,Push Notification
Payment Confirmation,183,0,2,Email
Beneficiary Added Alert,78,1,1,WhatsApp
Low Balance Alert,56,1,2,Push Notification
KYC Reminder,249,1,0,Push Notification
Login OTP,5,0,0,SMS
Transaction OTP,12,1,1,Push Notification
Fraud Alert,67,1,1,SMS
Beneficiary Added Alert,32,1,3,WhatsApp
Beneficiary Added Alert,44,1,0,WhatsApp
Monthly Statement,163,1,1,Email
Monthly Statement,22,1,0,SMS
Monthly Statement,121,1,1,Email
Credit Card Bill Reminder,173,1,2,Email
Fraud Alert,82,0,0,SMS
Monthly Statement,112,0,0,Email
Transaction OTP,8,0,1,Email
KYC Reminder,191,1,0,Push Notification
Beneficiary Added Alert,85,1,0,WhatsApp
Payment Confirmation,185,1,1,Push Notification
KYC Reminder,317,0,2,Push Notification
Low Balance Alert,74,0,0,Email
Low Balance Alert,116,1,0,Email
KYC Reminder,315,1,1,Push Notification
Login OTP,11,1,0,SMS
Credit Card Bill Reminder,117,0,2,Email
Monthly Statement,27,0,1,Email
Credit Card Bill Reminder,232,0,0,Email
Reward Points Update,93,1,1,Email
Fraud Alert,38,1,2,SMS
Beneficiary Added Alert,96,0,2,WhatsApp
Fraud Alert,82,0,0,SMS
Transaction OTP,5,1,0,Push Notification
Transaction OTP,7,1,1,Push Notification
Credit Card Bill Reminder,136,0,2,WhatsApp
Monthly Statement,185,1,1,Email
Low Balance Alert,98,1,1,Email
Credit Card Bill Reminder,316,1,2,Push Notification
Transaction OTP,4,1,0,Push Notification
Fraud Alert,98,1,0,SMS
KYC Reminder,150,0,0,SMS
Reward Points Update,154,1,1,Push Notification
Login OTP,7,0,2,SMS
Beneficiary Added Alert,22,0,1,WhatsApp
Low Balance Alert,113,0,1,Email
Low Balance Alert,87,1,3,Push Notification
Monthly Statement,89,0,1,Email
Reward Points Update,197,0,1,Email
Monthly Statement,132,0,2,Email
Monthly Statement,191,1,1,Push Notification
KYC Reminder,233,1,0,Push Notification
Payment Confirmation,79,1,1,Push Notification
Monthly Statement,126,1,1,Push Notification
Reward Points Update,116,0,1,Email
Payment Confirmation,105,1,0,Email
Credit Card Bill Reminder,242,0,0,Email
Monthly Statement,84,1,0,Email
Transaction OTP,5,1,1,Email
Login OTP,6,0,2,SMS
Reward Points Update,74,1,0,Push Notification
Payment Confirmation,183,1,0,Push Notification
Low Balance Alert,92,1,1,SMS
KYC Reminder,265,1,1,Push Notification
Low Balance Alert,79,1,0,Push Notification
Transaction OTP,7,0,0,Email
KYC Reminder,299,0,1,Push Notification
Credit Card Bill Reminder,165,1,2,Push Notification
Fraud Alert,112,1,1,SMS
Low Balance Alert,92,0,0,Email
Fraud Alert,98,1,0,SMS
Reward Points Update,119,1,0,Email
Low Balance Alert,75,0,0,Email
Fraud Alert,101,1,0,SMS
Transaction OTP,8,0,1,Email
Fraud Alert,76,1,2,SMS
Reward Points Update,110,1,1,Push Notification
Monthly Statement,74,1,0,Push Notification
Beneficiary Added Alert,99,0,0,WhatsApp
Payment Confirmation,49,0,0,Email
Login OTP,7,0,2,SMS
Credit Card Bill Reminder,291,0,0,WhatsApp
Credit Card Bill Reminder,234,0,0,Email
KYC Reminder,342,1,0,Push Notification
Low Balance Alert,109,0,1,Email
Beneficiary Added Alert,118,0,2,WhatsApp
Monthly Statement,150,0,0,Email
Transaction OTP,7,1,1,Push Notification
Payment Confirmation,114,0,0,Email
Beneficiary Added Alert,107,0,1,WhatsApp
KYC Reminder,228,1,2,Push Notification
Low Balance Alert,24,1,1,Push Notification
Login OTP,12,0,0,SMS
Payment Confirmation,172,1,0,Email
Credit Card Bill Reminder,125,0,1,Email
Credit Card Bill Reminder,135,1,2,Push Notification
Payment Confirmation,156,0,0,Email
Payment Confirmation,36,0,1,Email
Low Balance Alert,97,1,2,Email
Beneficiary Added Alert,21,1,0,WhatsApp
Reward Points Update,198,1,0,Email
Payment Confirmation,116,1,1,Email
Credit Card Bill Reminder,119,0,2,Email
KYC Reminder,326,1,1,Push Notification
Credit Card Bill Reminder,310,0,1,Email
Beneficiary Added Alert,40,1,1,WhatsApp
Reward Points Update,52,1,0,Email
Login OTP,4,1,0,SMS
Payment Confirmation,59,0,1,SMS
Credit Card Bill Reminder,292,0,0,Email
Fraud Alert,28,1,1,SMS
Login OTP,9,1,0,SMS
KYC Reminder,169,1,3,Push Notification
Reward Points Update,136,1,1,Push Notification
Beneficiary Added Alert,115,1,2,WhatsApp
Fraud Alert,93,1,0,SMS
Transaction OTP,8,1,0,Email
Beneficiary Added Alert,47,1,1,Push Notification
KYC Reminder,100,1,0,Push Notification
Login OTP,11,1,0,SMS
Fraud Alert,52,1,0,SMS
Low Balance Alert,89,1,1,Push Notification
Monthly Statement,157,0,0,Email
Payment Confirmation,67,1,1,Push Notification
Login OTP,9,1,1,SMS
Payment Confirmation,86,0,0,Email
Credit Card Bill Reminder,342,1,0,Push Notification
Low Balance Alert,40,0,2,Email
Credit Card Bill Reminder,161,0,1,Email
Transaction OTP,7,0,1,Email
KYC Reminder,280,1,0,Push Notification
Payment Confirmation,95,0,1,Email
Beneficiary Added Alert,80,1,0,WhatsApp
Login OTP,12,1,1,SMS
KYC Reminder,117,1,0,Push Notification
Low Balance Alert,26,1,1,Push Notification
Payment Confirmation,136,0,1,Email
Beneficiary Added Alert,31,1,0,WhatsApp
Transaction OTP,5,1,0,Push Notification
Monthly Statement,151,0,0,Email
Monthly Statement,184,0,0,Email
Reward Points Update,60,1,0,Push Notification
Low Balance Alert,22,1,1,Email
Fraud Alert,100,1,0,SMS
KYC Reminder,260,0,1,Push Notification
Monthly Statement,167,0,0,Email
Monthly Statement,131,1,1,Email
Reward Points Update,174,0,1,Email
Beneficiary Added Alert,112,1,1,WhatsApp
Low Balance Alert,22,0,1,Email
Credit Card Bill Reminder,122,1,0,Push Notification
Monthly Statement,101,0,0,Email
KYC Reminder,267,1,1,Push Notification
Reward Points Update,110,1,0,Push Notification
Monthly Statement,77,1,1,Push Notification
Low Balance Alert,55,1,0,Email
Reward Points Update,142,0,1,Email
Reward Points Update,145,1,0,Email
Low Balance Alert,101,1,0,Push Notification
Fraud Alert,70,1,1,SMS
Monthly Statement,160,1,0,Push Notification
Credit Card Bill Reminder,348,1,1,Email
Credit Card Bill Reminder,275,0,0,Email
Low Balance Alert,68,1,0,Push Notification
Monthly Statement,157,0,0,Email
KYC Reminder,329,1,1,Push Notification
KYC Reminder,104,1,0,Push Notification
Credit Card Bill Reminder,158,1,0,Email
KYC Reminder,254,0,0,Push Notification
KYC Reminder,269,1,0,Push Notification
Fraud Alert,41,0,0,Push Notification
Fraud Alert,79,1,0,SMS
Low Balance Alert,112,1,0,Email
Transaction OTP,4,1,1,Email
KYC Reminder,338,0,0,Push Notification
Beneficiary Added Alert,108,0,2,WhatsApp
KYC Reminder,284,0,1,Push Notification
Payment Confirmation,195,1,1,Push Notification
Low Balance Alert,65,1,0,Push Notification
Beneficiary Added Alert,22,1,0,WhatsApp
KYC Reminder,257,0,1,Push Notification
Monthly Statement,94,1,1,Push Notification
Login OTP,11,1,1,SMS
Transaction OTP,5,1,1,Push Notification
Beneficiary Added Alert,57,0,0,WhatsApp
Transaction OTP,10,0,1,Email
Monthly Statement,72,1,0,Push Notification
Credit Card Bill Reminder,215,0,1,Email
KYC Reminder,152,1,0,Push Notification
Payment Confirmation,172,1,1,Email
Credit Card Bill Reminder,168,0,0,Email
Reward Points Update,166,0,1,Email
Fraud Alert,71,1,1,SMS
Login OTP,7,0,0,SMS
Monthly Statement,138,1,0,Push Notification
Fraud Alert,104,1,2,Email
Fraud Alert,106,0,0,SMS
Fraud Alert,102,1,0,Email
Transaction OTP,8,1,0,Email
Monthly Statement,181,1,1,Email
Low Balance Alert,59,0,1,Email
Payment Confirmation,73,0,0,Email
KYC Reminder,195,1,1,Push Notification
Fraud Alert,39,0,0,SMS
Low Balance Alert,94,0,0,Email
Transaction OTP,4,0,0,Email
Credit Card Bill Reminder,208,1,1,Push Notification
Beneficiary Added Alert,75,1,1,WhatsApp
Low Balance Alert,36,1,2,Email
Beneficiary Added Alert,30,1,0,WhatsApp
Monthly Statement,150,1,2,Email
Payment Confirmation,160,0,0,Email
KYC Reminder,212,1,0,Push Notification
Reward Points Update,50,1,0,Push Notification
KYC Reminder,185,0,1,Push Notification
Monthly Statement,164,0,0,Email
Payment Confirmation,119,0,1,Email
Reward Points Update,71,1,0,Email
Login OTP,7,0,1,SMS
Low Balance Alert,66,1,0,Email
KYC Reminder,231,0,1,Push Notification
Payment Confirmation,181,1,1,Push Notification
Credit Card Bill Reminder,239,1,2,Push Notification
Credit Card Bill Reminder,224,1,0,WhatsApp
Low Balance Alert,79,0,1,Email
Reward Points Update,110,1,0,Push Notification
Login OTP,7,1,1,SMS
Login OTP,11,0,0,SMS
Fraud Alert,115,0,0,SMS
Low Balance Alert,35,0,1,Email
Reward Points Update,172,0,0,Email
Fraud Alert,87,1,0,SMS
Fraud Alert,59,0,0,WhatsApp
Low Balance Alert,99,1,0,Push Notification
KYC Reminder,230,1,0,Push Notification
Reward Points Update,167,0,0,Email
Low Balance Alert,48,1,0,Email
Low Balance Alert,66,1,0,Email
KYC Reminder,228,1,0,Push Notification
Reward Points Update,48,1,1,Push Notification
Reward Points Update,49,1,1,Email
KYC Reminder,298,1,2,Push Notification
Beneficiary Added Alert,47,1,1,WhatsApp
Low Balance Alert,38,1,0,Email
Monthly Statement,58,1,2,Email
Payment Confirmation,87,1,0,Email
KYC Reminder,315,0,0,Push Notification
Credit Card Bill Reminder,104,0,0,Email
Payment Confirmation,110,1,0,WhatsApp
Low Balance Alert,50,0,0,Email
Credit Card Bill Reminder,129,1,0,Push Notification
Low Balance Alert,22,1,0,Push Notification
KYC Reminder,125,0,0,Push Notification
Login OTP,10,0,2,SMS
Low Balance Alert,113,0,1,Email
Fraud Alert,71,0,0,SMS
Reward Points Update,109,1,1,Push Notification
Fraud Alert,36,0,1,SMS
Transaction OTP,6,1,0,Push Notification
Credit Card Bill Reminder,251,0,0,Push Notification
KYC Reminder,111,0,0,Push Notification
Monthly Statement,29,1,0,Email
Fraud Alert,25,1,0,SMS
Reward Points Update,106,0,1,Email
Transaction OTP,10,1,0,Email
Transaction OTP,7,1,2,SMS
Monthly Statement,133,0,2,Email
KYC Reminder,342,0,0,Push Notification
Beneficiary Added Alert,89,1,0,WhatsApp
Credit Card Bill Reminder,298,0,0,Email
Reward Points Update,46,1,0,Push Notification
Transaction OTP,8,1,2,Email
Credit Card Bill Reminder,114,0,0,Email
Transaction OTP,11,1,0,Push Notification
Reward Points Update,165,1,0,Email
Low Balance Alert,33,0,1,Email
KYC Reminder,281,1,1,Push Notification
Login OTP,9,0,0,SMS
Credit Card Bill Reminder,327,1,0,Push Notification
Low Balance Alert,42,1,0,Email
Fraud Alert,43,1,1,SMS
Login OTP,11,1,1,SMS
Payment Confirmation,64,1,0,Push Notification
Transaction OTP,6,1,1,Push Notification
Low Balance Alert,103,1,0,Email
Fraud Alert,64,1,3,WhatsApp
Transaction OTP,4,1,1,Push Notification
Fraud Alert,78,1,1,SMS
Payment Confirmation,120,1,0,Email
Transaction OTP,9,1,1,Email
Beneficiary Added Alert,45,0,1,WhatsApp
Beneficiary Added Alert,34,0,0,WhatsApp
Transaction OTP,9,0,0,Email
Fraud Alert,30,0,1,SMS
Monthly Statement,121,0,0,Email
Transaction OTP,8,1,0,Email
Transaction OTP,10,1,1,Push Notification
Payment Confirmation,36,1,1,Push Notification
Login OTP,12,0,1,SMS
Low Balance Alert,83,0,1,Email
Low Balance Alert,113,1,2,Push Notification
Credit Card Bill Reminder,338,1,0,Push Notification
Credit Card Bill Reminder,206,0,0,Email
Beneficiary Added Alert,109,1,1,WhatsApp
Payment Confirmation,108,0,1,Email
Login OTP,6,1,0,SMS
Beneficiary Added Alert,35,1,1,WhatsApp
KYC Reminder,124,1,1,Push Notification
Transaction OTP,11,1,1,Email
Credit Card Bill Reminder,157,1,0,Email
KYC Reminder,137,0,0,Push Notification
Reward Points Update,68,1,1,Email
Fraud Alert,85,1,2,SMS
Monthly Statement,195,1,0,Push Notification
KYC Reminder,336,1,3,Push Notification
Login OTP,4,1,0,SMS
KYC Reminder,347,1,0,Push Notification
Credit Card Bill Reminder,249,1,1,Email
Credit Card Bill Reminder,305,1,0,Email
Transaction OTP,6,0,0,Email
KYC Reminder,123,1,0,Push Notification
Beneficiary Added Alert,104,1,0,WhatsApp
Payment Confirmation,84,1,2,Email
Credit Card Bill Reminder,299,1,1,Email
Credit Card Bill Reminder,120,1,0,Push Notification
Monthly Statement,152,1,1,Push Notification
Fraud Alert,77,1,2,SMS
Payment Confirmation,85,0,0,Email
Monthly Statement,62,1,0,Email
Beneficiary Added Alert,40,1,0,WhatsApp
Beneficiary Added Alert,117,1,1,WhatsApp
Login OTP,4,1,1,SMS
Monthly Statement,67,0,0,Email
Fraud Alert,39,1,1,SMS
Login OTP,7,0,1,SMS
KYC Reminder,299,0,1,Push Notification
KYC Reminder,331,1,0,Push Notification
Low Balance Alert,107,1,1,Push Notification
KYC Reminder,319,1,0,Push Notification
Credit Card Bill Reminder,105,0,1,Email
Fraud Alert,50,1,2,SMS
Payment Confirmation,173,1,0,Push Notification
Credit Card Bill Reminder,325,1,0,Push Notification
Transaction OTP,12,1,2,Email
Credit Card Bill Reminder,269,1,0,WhatsApp
Reward Points Update,175,1,1,Email
Login OTP,6,1,0,SMS
KYC Reminder,259,1,0,Push Notification
Login OTP,8,1,0,SMS
Login OTP,7,0,0,SMS
Low Balance Alert,111,1,1,Email
KYC Reminder,268,1,1,Push Notification
Fraud Alert,61,1,1,SMS
Monthly Statement,82,1,0,Push Notification
KYC Reminder,298,1,3,Push Notification
Fraud Alert,61,0,0,SMS
KYC Reminder,313,1,1,Push Notification
Transaction OTP,9,1,2,Push Notification
Reward Points Update,122,0,1,Email
Transaction OTP,12,1,1,Email
Beneficiary Added Alert,113,1,0,WhatsApp
Fraud Alert,27,1,0,SMS
Monthly Statement,76,1,1,Push Notification
Reward Points Update,130,1,0,Push Notification
